teamId,location,name,abbreviation,displayName,shortDisplayName,color,alternateColor,logoURL,venueId,slug
3,Argentinos Juniors,Argentinos Juniors,ARGJ,Argentinos Juniors,Argentinos ,C60000,0060f0,https://a.espncdn.com/i/teamlogos/soccer/500/3.png,2652,arg.argentinos_juniors
4,Belgrano (Córdoba),Belgrano (Córdoba),BEL,Belgrano (Córdoba),Belgrano ,0060f0,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/4.png,2736,arg.belgrano_de_cordoba
5,Boca Juniors,Boca Juniors,CABJ,Boca Juniors,Boca ,fcb000,0060f0,https://a.espncdn.com/i/teamlogos/soccer/500/5.png,5348,arg.boca_juniors
8,Estudiantes de La Plata,Estudiantes de La Plata,EST,Estudiantes de La Plata,Estudiantes,C60000,288A00,https://a.espncdn.com/i/teamlogos/soccer/500/8.png,8303,arg.estudiantes_la_plata
9,Gimnasia La Plata,Gimnasia La Plata,GLP,Gimnasia La Plata,Gimnasia LP,288A00,0060f0,https://a.espncdn.com/i/teamlogos/soccer/500/9.png,1731,arg.gimnasia_la_plata
10,Huracán,Huracán,HUR,Huracán,Huracán ,C60000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/10.png,5565,arg.huracan
11,Independiente,Independiente,IND,Independiente,Independiente,C60000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/11.png,5555,arg.independiente
12,Lanús,Lanús,LAN,Lanús,Lanús ,9f0000,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/12.png,5356,arg.lanus
14,Newell's Old Boys,Newell's Old Boys,NOB,Newell's Old Boys,Newell's,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/14.png,5350,arg.newells_old_boys
15,Racing Club,Racing Club,RAC,Racing Club,Racing ,409fff,000000,https://a.espncdn.com/i/teamlogos/soccer/500/15.png,5349,arg.racing_club
16,River Plate,River Plate,RIV,River Plate,River Plate,C60000,792DCD,https://a.espncdn.com/i/teamlogos/soccer/500/16.png,4217,arg.river_plate
17,Rosario Central,Rosario Central,ROS,Rosario Central,Rosario Central,ffff00,792DCD,https://a.espncdn.com/i/teamlogos/soccer/500/17.png,5359,arg.rosario_central
18,San Lorenzo,San Lorenzo,SLO,San Lorenzo,San Lorenzo ,0060f0,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18.png,2964,arg.san_lorenzo
19,Talleres (Córdoba),Talleres (Córdoba),TALL,Talleres (Córdoba),Talleres ,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/19.png,4623,arg.talleres_de_cordoba
20,Unión (Santa Fe),Unión (Santa Fe),USF,Unión (Santa Fe),Unión (SF),C60000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/20.png,5549,arg.union_de_santa_fe
21,Vélez Sarsfield,Vélez Sarsfield,VEL,Vélez Sarsfield,Vélez ,0070b0,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21.png,5352,arg.velez_sarsfield
83,Barcelona,Barcelona,BAR,Barcelona,Barcelona,00529f,2f2f2f,https://a.espncdn.com/i/teamlogos/soccer/500/83.png,1632,esp.barcelona
84,Mallorca,Mallorca,MLL,Mallorca,Mallorca,C8142F,ccff00,https://a.espncdn.com/i/teamlogos/soccer/500/84.png,1631,esp.mallorca
85,Celta Vigo,Celta Vigo,CEL,Celta Vigo,Celta Vigo,6cace4,004996,https://a.espncdn.com/i/teamlogos/soccer/500/85.png,1771,esp.celta_vigo
86,Real Madrid,Real Madrid,RMA,Real Madrid,Real Madrid,ffffff,f28800,https://a.espncdn.com/i/teamlogos/soccer/500/86.png,1568,esp.real_madrid
87,Racing Santander,Racing Santander,RAC,Racing Santander,Racing,3B6C1A,0EB214,https://a.espncdn.com/i/teamlogos/soccer/500/87.png,1629,esp.racing_santander
88,Espanyol,Espanyol,ESP,Espanyol,Espanyol,3366CC,C8142F,https://a.espncdn.com/i/teamlogos/soccer/500/88.png,4159,esp.espanyol
89,Real Sociedad,Real Sociedad,RSO,Real Sociedad,Real Sociedad,3366CC,ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/89.png,1626,esp.real_sociedad
90,Deportivo La Coruña,Deportivo La Coruña,DEP,Deportivo La Coruña,Deportivo,3366CC,b9e8f0,https://a.espncdn.com/i/teamlogos/soccer/500/90.png,1633,esp.deportivo_coruna
91,Real Zaragoza,Real Zaragoza,ZAR,Real Zaragoza,Real Zaragoza,000099,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/91.png,1634,esp.real_zaragoza
92,Real Oviedo,Real Oviedo,OVI,Real Oviedo,Real Oviedo,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/92.png,5998,esp.real_oviedo
93,Athletic Club,Athletic Club,ATH,Athletic Club,Athletic,C8142F,0000ff,https://a.espncdn.com/i/teamlogos/soccer/500/93.png,2218,esp.athletic_club
94,Valencia,Valencia,VAL,Valencia,Valencia,ffffff,004996,https://a.espncdn.com/i/teamlogos/soccer/500/94.png,1635,esp.valencia
95,Real Valladolid,Real Valladolid,VLL,Real Valladolid,Valladolid,7a2d9d,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/95.png,3025,esp.valladolid
96,Alavés,Alavés,ALA,Alavés,Alavés,0000ff,c3c3c3,https://a.espncdn.com/i/teamlogos/soccer/500/96.png,1772,esp.alaves
97,Osasuna,Osasuna,OSA,Osasuna,Osasuna,cd0000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/97.png,1565,esp.osasuna
98,Las Palmas,Las Palmas,LPA,Las Palmas,Las Palmas,ffff00,3366CC,https://a.espncdn.com/i/teamlogos/soccer/500/98.png,4024,esp.las_palmas
99,Málaga,Málaga,MCF,Málaga,Málaga,b9e8f0,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/99.png,1627,esp.malaga
101,Rayo Vallecano,Rayo Vallecano,RAY,Rayo Vallecano,Rayo,ffffff,cd0000,https://a.espncdn.com/i/teamlogos/soccer/500/101.png,4645,esp.rayo_vallecano
102,Villarreal,Villarreal,VIL,Villarreal,Villarreal,ffff00,6cace4,https://a.espncdn.com/i/teamlogos/soccer/500/102.png,1630,esp.villarreal
103,AC Milan,AC Milan,MIL,AC Milan,Milan,e4002b,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/103.png,1642,ita.ac_milan
104,AS Roma,AS Roma,ROMA,AS Roma,AS Roma,990a2c,eae9e7,https://a.espncdn.com/i/teamlogos/soccer/500/104.png,8,ita.as_roma
105,Atalanta,Atalanta,ATA,Atalanta,Atalanta,1157bf,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/105.png,4253,ita.atalanta
107,Bologna,Bologna,BOL,Bologna,Bologna,04043d,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/107.png,2792,ita.bologna
108,Brescia,Brescia,BRE,Brescia,Brescia,006bb9,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/108.png,6,ita.brescia
109,Fiorentina,Fiorentina,FIO,Fiorentina,Fiorentina,4c1d84,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/109.png,2588,ita.fiorentina
110,Internazionale,Internazionale,INT,Internazionale,Inter Milan,00239c,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/110.png,1642,ita.inter_milan
111,Juventus,Juventus,JUV,Juventus,Juventus,000000,ffef32,https://a.espncdn.com/i/teamlogos/soccer/500/111.png,4600,ita.juventus
112,Lazio,Lazio,LAZ,Lazio,Lazio,74bde7,ffef32,https://a.espncdn.com/i/teamlogos/soccer/500/112.png,8,ita.lazio_rome
113,Lecce,Lecce,LEC,Lecce,Lecce,e4002b,08305d,https://a.espncdn.com/i/teamlogos/soccer/500/113.png,25,ita.lecce
114,Napoli,Napoli,NAP,Napoli,Napoli,0677d2,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/114.png,2991,ita.napoli
118,Udinese,Udinese,UDI,Udinese,Udinese,19161D,ffef32,https://a.espncdn.com/i/teamlogos/soccer/500/118.png,1790,ita.udinese
121,VfL Bochum,VfL Bochum,BOC,VfL Bochum,Bochum,000055,aac4f2,https://a.espncdn.com/i/teamlogos/soccer/500/121.png,2996,ger.vfl_bochum
122,FC Cologne,FC Cologne,KOE,FC Cologne,Cologne,ffffff,DA0308,https://a.espncdn.com/i/teamlogos/soccer/500/122.png,3857,ger.1_fc_kln
123,Energie Cottbus,Energie Cottbus,COT,Energie Cottbus,Cottbus,cc0000,ffff00,,335,ger.energy_cottbus
124,Borussia Dortmund,Borussia Dortmund,DOR,Borussia Dortmund,Dortmund,ffee00,272726,https://a.espncdn.com/i/teamlogos/soccer/500/124.png,2315,ger.dortmund
125,Eintracht Frankfurt,Eintracht Frankfurt,SGE,Eintracht Frankfurt,Frankfurt,ffffff,272726,https://a.espncdn.com/i/teamlogos/soccer/500/125.png,2318,ger.frankfurt
126,SC Freiburg,SC Freiburg,SCF,SC Freiburg,Freiburg,DA0308,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/126.png,8842,ger.freiburg
127,Hamburg SV,Hamburg SV,HSV,Hamburg SV,Hamburg,1a26af,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/127.png,2995,ger.hamburg
128,Hansa Rostock,Hansa Rostock,FCH,Hansa Rostock,Hansa Rostock,324CBA,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/128.png,0,ger.hansa_rostock
129,Hertha Berlin,Hertha Berlin,BSC,Hertha Berlin,Hertha,0000dd,091453,https://a.espncdn.com/i/teamlogos/soccer/500/129.png,334,ger.hertha_berlin
130,Kaiserslautern,Kaiserslautern,FCK,Kaiserslautern,Kaiserslautern,8C273D,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/130.png,3122,ger.kaiserslautern
131,Bayer Leverkusen,Bayer Leverkusen,B04,Bayer Leverkusen,Leverkusen,DA0308,f9fbfc,https://a.espncdn.com/i/teamlogos/soccer/500/131.png,112,ger.leverkusen
132,Bayern Munich,Bayern Munich,MUN,Bayern Munich,Bayern,dc052d,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/132.png,1935,ger.bayern_munich
133,Schalke 04,Schalke 04,S04,Schalke 04,Schalke,0000dd,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/133.png,1791,ger.schalke_04
134,VfB Stuttgart,VfB Stuttgart,VFB,VfB Stuttgart,Stuttgart,ffffff,DA0308,https://a.espncdn.com/i/teamlogos/soccer/500/134.png,2319,ger.stuttgart
137,Werder Bremen,Werder Bremen,SVW,Werder Bremen,Bremen,03915c,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/137.png,11,ger.werder_bremen
138,VfL Wolfsburg,VfL Wolfsburg,WOB,VfL Wolfsburg,Wolfsburg,81f733,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/138.png,2320,ger.wolfsburg
139,Ajax Amsterdam,Ajax Amsterdam,AJA,Ajax Amsterdam,Ajax,DF1B27,4d6286,https://a.espncdn.com/i/teamlogos/soccer/500/139.png,50,ned.ajax
140,AZ Alkmaar,AZ Alkmaar,AZ,AZ Alkmaar,AZ Alkmaar,ef2f24,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/140.png,4449,ned.az
142,Feyenoord Rotterdam,Feyenoord Rotterdam,FEY,Feyenoord Rotterdam,Feyenoord,ef2f24,000000,https://a.espncdn.com/i/teamlogos/soccer/500/142.png,322,ned.feyenoord
143,Fortuna Sittard,Fortuna Sittard,FOR,Fortuna Sittard,Fortuna,FCEE33,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/143.png,18,ned.fortuna_sittard
144,De Graafschap,De Graafschap,GRA,De Graafschap,De Graafschap,0000d4,307B64,https://a.espncdn.com/i/teamlogos/soccer/500/144.png,316,ned.de_graafschap
145,FC Groningen,FC Groningen,GRO,FC Groningen,FC Groningen,ffffff,30565c,https://a.espncdn.com/i/teamlogos/soccer/500/145.png,3471,ned.groningen
146,Heerenveen,Heerenveen,HEE,Heerenveen,Heerenveen,003eff,1a316b,https://a.espncdn.com/i/teamlogos/soccer/500/146.png,315,ned.heerenveen
147,NEC Nijmegen,NEC Nijmegen,NEC,NEC Nijmegen,NEC,ef2f24,84aee7,https://a.espncdn.com/i/teamlogos/soccer/500/147.png,48,ned.nec
148,PSV Eindhoven,PSV Eindhoven,PSV,PSV Eindhoven,PSV,ef2f24,000000,https://a.espncdn.com/i/teamlogos/soccer/500/148.png,5,ned.psv
149,Roda JC Kerkrade,Roda JC Kerkrade,RJC,Roda JC Kerkrade,Roda JC,FCEE33,cdcdcd,https://a.espncdn.com/i/teamlogos/soccer/500/149.png,43,ned.roda_jc_
151,Sparta Rotterdam,Sparta Rotterdam,SPA,Sparta Rotterdam,Sparta,F31522,84aee7,https://a.espncdn.com/i/teamlogos/soccer/500/151.png,3470,ned.sparta
152,FC Twente,FC Twente,TWE,FC Twente,FC Twente,F31522,9df9f7,https://a.espncdn.com/i/teamlogos/soccer/500/152.png,4376,ned.fc_twente
153,FC Utrecht,FC Utrecht,UTR,FC Utrecht,FC Utrecht,F31522,1a316b,https://a.espncdn.com/i/teamlogos/soccer/500/153.png,3473,ned.fc_utrecht
154,Vitesse,Vitesse,VIT,Vitesse,Vitesse,FCEE33,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/154.png,318,ned.vitesse
155,RKC Waalwijk,RKC Waalwijk,RKC,RKC Waalwijk,RKC Waalwijk,0c57f2,84aee7,https://a.espncdn.com/i/teamlogos/soccer/500/155.png,47,ned.rkc_waalwijk
156,Willem II,Willem II,WIL,Willem II,Willem II,1a316b,96c0df,https://a.espncdn.com/i/teamlogos/soccer/500/156.png,23,ned.willem_ii
160,Paris Saint-Germain,Paris Saint-Germain,PSG,Paris Saint-Germain,PSG,011F68,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/160.png,2271,fra.psg
162,Italy,Italy,ITA,Italy,Italy,103cd6,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/ita.png,2591,ita
164,Spain,Spain,ESP,Spain,Spain,c60b1e,f1ff91,https://a.espncdn.com/i/teamlogos/countries/500/esp.png,1631,esp
165,Nantes,Nantes,NAN,Nantes,Nantes,ffff00,011F68,https://a.espncdn.com/i/teamlogos/soccer/500/165.png,2329,fra.nantes
166,Lille,Lille,LILL,Lille,Lille,c2051b,e2d3d7,https://a.espncdn.com/i/teamlogos/soccer/500/166.png,4947,fra.lille
167,Lyon,Lyon,LYON,Lyon,Lyon,ffffff,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/167.png,6499,fra.lyon
169,Stade Rennais,Stade Rennais,REN,Stade Rennais,Rennes,ef2f24,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/169.png,2323,fra.rennes
172,AJ Auxerre,AJ Auxerre,AUX,AJ Auxerre,Auxerre,ffffff,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/172.png,4617,fra.auxerre
174,AS Monaco,AS Monaco,MON,AS Monaco,Monaco,E91514,004c37,https://a.espncdn.com/i/teamlogos/soccer/500/174.png,339,fra.monaco
175,Lens,Lens,RCL,Lens,Lens,E91514,004c37,https://a.espncdn.com/i/teamlogos/soccer/500/175.png,2325,fra.lens
176,Marseille,Marseille,OLM,Marseille,Marseille,ffffff,011F68,https://a.espncdn.com/i/teamlogos/soccer/500/176.png,2333,fra.marseille
178,Saint-Etienne,Saint-Etienne,ASSE,Saint-Etienne,St. Etienne,51cc5f,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/178.png,2324,fra.st_etienne
179,Toulouse,Toulouse,TOU,Toulouse,Toulouse,560080,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/179.png,42,fra.toulouse
180,Strasbourg,Strasbourg,STR,Strasbourg,Strasbourg,0000bf,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/180.png,2980,fra.strasbourg
182,Chicago Fire FC,Chicago Fire FC,CHI,Chicago Fire FC,Chicago,7ccdef,ff0000,https://a.espncdn.com/i/teamlogos/soccer/500/182.png,1452,usa.chicago
183,Columbus Crew,Columbus Crew,CLB,Columbus Crew,Columbus,000000,fedd00,https://a.espncdn.com/i/teamlogos/soccer/500/183.png,8689,usa.columbus
184,Colorado Rapids,Colorado Rapids,COL,Colorado Rapids,Colorado,8a2432,8ab7e9,https://a.espncdn.com/i/teamlogos/soccer/500/184.png,2731,usa.colorado
185,FC Dallas,FC Dallas,DAL,FC Dallas,Dallas,c6093b,001f5b,https://a.espncdn.com/i/teamlogos/soccer/500/185.png,4789,usa.dallas
186,Sporting Kansas City,Sporting Kansas City,SKC,Sporting Kansas City,Kansas City,a7c6ed,0a2240,https://a.espncdn.com/i/teamlogos/soccer/500/186.png,4385,usa.kansas_city
187,LA Galaxy,LA Galaxy,LA,LA Galaxy,LA Galaxy,00235d,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/187.png,1423,usa.los_angeles
189,New England Revolution,New England Revolution,NE,New England Revolution,New England,022166,ce0e2d,https://a.espncdn.com/i/teamlogos/soccer/500/189.png,3879,usa.new_england
190,New York Red Bulls,New York Red Bulls,NY,New York Red Bulls,NY Red Bulls,ba0c2f,ffc72c,https://a.espncdn.com/i/teamlogos/soccer/500/190.png,4653,usa.new_york
191,San Jose Earthquakes,San Jose Earthquakes,SJ,San Jose Earthquakes,San Jose,003da6,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/191.png,6072,usa.san_jose
193,D.C. United,D.C. United,DC,D.C. United,D.C. United,000000,d61018,https://a.espncdn.com/i/teamlogos/soccer/500/193.png,7604,usa.dc_united
202,Argentina,Argentina,ARG,Argentina,Argentina,74acdf,173e69,https://a.espncdn.com/i/teamlogos/countries/500/arg.png,4768,arg
203,Mexico,Mexico,MEX,Mexico,Mexico,006847,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/mex.png,5009,mex
204,Bolivia,Bolivia,BOL,Bolivia,Bolivia,00843d,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/bol.png,9516,bol
205,Brazil,Brazil,BRA,Brazil,Brazil,fee000,009c37,https://a.espncdn.com/i/teamlogos/countries/500/bra.png,0,bra
206,Canada,Canada,CAN,Canada,Canada,ed2224,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/can.png,10143,can
207,Chile,Chile,CHI,Chile,Chile,d3362a,23449c,https://a.espncdn.com/i/teamlogos/countries/500/chi.png,1622,chi
208,Colombia,Colombia,COL,Colombia,Colombia,fbd632,21418c,https://a.espncdn.com/i/teamlogos/countries/500/col.png,1764,col
209,Ecuador,Ecuador,ECU,Ecuador,Ecuador,ffdd00,034ea2,https://a.espncdn.com/i/teamlogos/countries/500/ecu.png,1764,ecu
210,Paraguay,Paraguay,PAR,Paraguay,Paraguay,ea2300,0c2fff,https://a.espncdn.com/i/teamlogos/countries/500/par.png,0,par
211,Peru,Peru,PER,Peru,Peru,cb292e,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/per.png,5095,per
212,Uruguay,Uruguay,URU,Uruguay,Uruguay,003da5,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/uru.png,0,uru
213,Venezuela,Venezuela,VEN,Venezuela,Venezuela,d02a36,f7d531,https://a.espncdn.com/i/teamlogos/countries/500/ven.png,0,ven
214,Costa Rica,Costa Rica,CRC,Costa Rica,Costa Rica,ce1126,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/crc.png,4820,crc
215,Honduras,Honduras,HON,Honduras,Honduras,333ebd,000000,https://a.espncdn.com/i/teamlogos/countries/500/hon.png,8330,hon
216,Atlas,Atlas,ATS,Atlas,Atlas,EF0107,e1e1e1,https://a.espncdn.com/i/teamlogos/soccer/500/216.png,4904,mex.atlas
218,Cruz Azul,Cruz Azul,CAZ,Cruz Azul,Cruz Azul,0000ff,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/218.png,5344,mex.cruz_azul
219,Guadalajara,Guadalajara,GDL,Guadalajara,Guadalajara,EF0107,104e8a,https://a.espncdn.com/i/teamlogos/soccer/500/219.png,5009,mex.guadalajara
220,Monterrey,Monterrey,MTY,Monterrey,Monterrey,001C58,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/220.png,6351,mex.monterrey
222,Querétaro,Querétaro,QRO,Querétaro,Queretaro,212121,02b0d0,https://a.espncdn.com/i/teamlogos/soccer/500/222.png,4685,mex.queretaro
223,Toluca,Toluca,TOL,Toluca,Toluca,EF0107,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/223.png,4910,mex.toluca
225,Santos,Santos,SAN,Santos,Santos,15926d,00331b,https://a.espncdn.com/i/teamlogos/soccer/500/225.png,1266,mex.santos
227,América,América,AME,América,América,ffff91,001C58,https://a.espncdn.com/i/teamlogos/soccer/500/227.png,5344,mex.america
228,León,León,LEO,León,León,008000,FFF61B,https://a.espncdn.com/i/teamlogos/soccer/500/228.png,3631,mex.leon
229,Necaxa,Necaxa,NEC,Necaxa,Necaxa,EF0107,000000,https://a.espncdn.com/i/teamlogos/soccer/500/229.png,1402,mex.necaxa
231,Puebla,Puebla,PUE,Puebla,Puebla,ffffff,0032a8,https://a.espncdn.com/i/teamlogos/soccer/500/231.png,1264,mex.puebla
232,Tigres UANL,Tigres UANL,UANL,Tigres UANL,Tigres,ffd011,0000ff,https://a.espncdn.com/i/teamlogos/soccer/500/232.png,4907,mex.un_leon
233,Pumas UNAM,Pumas UNAM,UNAM,Pumas UNAM,UNAM,ffffff,060040,https://a.espncdn.com/i/teamlogos/soccer/500/233.png,4905,mex.unam
234,Pachuca,Pachuca,PAC,Pachuca,Pachuca,001C58,02b0d0,https://a.espncdn.com/i/teamlogos/soccer/500/234.png,4908,mex.pachuca
235,Banfield,Banfield,BAN,Banfield,Banfield,288A00,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/235.png,5564,arg.banfield
239,Torino,Torino,TOR,Torino,Torino,9f0000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/239.png,2599,ita.torino
243,Sevilla,Sevilla,SEV,Sevilla,Sevilla,ffffff,d81022,https://a.espncdn.com/i/teamlogos/soccer/500/243.png,812,esp.fc_sevilla
244,Real Betis,Real Betis,BET,Real Betis,Betis,288A00,ccff00,https://a.espncdn.com/i/teamlogos/soccer/500/244.png,346,esp.betis_sevilla
245,Tenerife,Tenerife,TEN,Tenerife,Tenerife,008bc4,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/245.png,4151,esp.tenerife
247,Partick Thistle,Partick Thistle,PAR,Partick Thistle,Partick,C60000,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/247.png,239,sco.partick
248,Ayr United,Ayr United,AYR,Ayr United,Ayr,000099,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/248.png,166,sco.ayr
249,Raith Rovers,Raith Rovers,RRFC,Raith Rovers,Raith,000099,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/249.png,168,sco.raith
250,St Mirren,St Mirren,STM,St Mirren,St Mirren,000000,10d5f8,https://a.espncdn.com/i/teamlogos/soccer/500/250.png,6827,sco.st_mirren
251,Ross County,Ross County,ROSS,Ross County,Ross County,181146,C8142F,https://a.espncdn.com/i/teamlogos/soccer/500/251.png,6661,sco.ross_county
252,Arbroath,Arbroath,ARB,Arbroath,Arbroath,873041,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/252.png,1340,sco.arbroath
253,Inverness Caledonian Thistle,Inverness Caledonian Thistle,ICT,Inverness Caledonian Thistle,Inverness CT,000099,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/253.png,4670,sco.inverness_ct
254,Falkirk,Falkirk,FALK,Falkirk,Falkirk,000099,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/254.png,1523,sco.falkirk
255,Clyde,Clyde,CLY,Clyde,Clyde,C8142F,C60000,,254,sco.clyde
256,Celtic,Celtic,CEL,Celtic,Celtic,009921,f9e900,https://a.espncdn.com/i/teamlogos/soccer/500/256.png,161,sco.celtic
257,Rangers,Rangers,RAN,Rangers,Rangers,0046ff,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/257.png,247,sco.rangers
258,Hibernian,Hibernian,HIBS,Hibernian,Hibernian,009f00,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/258.png,163,sco.hibernian
259,Livingston,Livingston,LIV,Livingston,Livingston,ffd200,000000,https://a.espncdn.com/i/teamlogos/soccer/500/259.png,6308,sco.livingston
260,Kilmarnock,Kilmarnock,KIL,Kilmarnock,Kilmarnock,0046ff,babbbf,https://a.espncdn.com/i/teamlogos/soccer/500/260.png,6306,sco.kilmarnock
261,Dundee,Dundee,DUN,Dundee,Dundee,000040,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/261.png,162,sco.dundee
262,Heart of Midlothian,Heart of Midlothian,HOM,Heart of Midlothian,Hearts,8E003B,ead6b7,https://a.espncdn.com/i/teamlogos/soccer/500/262.png,236,sco.hearts
263,Aberdeen,Aberdeen,ABE,Aberdeen,Aberdeen,C8142F,f9e900,https://a.espncdn.com/i/teamlogos/soccer/500/263.png,234,sco.aberdeen
264,Dundee United,Dundee United,DUN,Dundee United,Dundee Utd,FF621A,009f00,https://a.espncdn.com/i/teamlogos/soccer/500/264.png,235,sco.dundee_utd
265,Dunfermline Athletic,Dunfermline Athletic,DFA,Dunfermline Athletic,Dunfermline,1a1a1a,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/265.png,179,sco.dunfermline
266,Motherwell,Motherwell,MOT,Motherwell,Motherwell,F7AA25,535e64,https://a.espncdn.com/i/teamlogos/soccer/500/266.png,5897,sco.motherwell
267,St Johnstone,St Johnstone,STJ,St Johnstone,St Johnstone,0046ff,9e0000,https://a.espncdn.com/i/teamlogos/soccer/500/267.png,1344,sco.st_johnstone
268,Borussia Monchengladbach,Borussia Monchengladbach,BMG,Borussia Monchengladbach,Gladbach,ffffff,03915c,https://a.espncdn.com/i/teamlogos/soccer/500/268.png,1541,ger.borussia_mgladbach
269,1. FC Nürnberg,1. FC Nürnberg,FCN,1. FC Nürnberg,1. FC Nürnberg,9f0000,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/269.png,2316,ger.nurnberg
270,St. Pauli,St. Pauli,STP,St. Pauli,St. Pauli,442e23,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/270.png,3861,ger.st_pauli
271,FC Den Bosch,FC Den Bosch,DBO,FC Den Bosch,FC Den Bosch,0000d4,000000,https://a.espncdn.com/i/teamlogos/soccer/500/271.png,3414,ned.fc_den_bosch
274,Montpellier,Montpellier,MON,Montpellier,Montpellier,011F68,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/274.png,3370,fra.montpellier
278,Morecambe,Morecambe,MOR,Morecambe,Morecambe,C8142F,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/278.png,4247,eng.morecambe
279,Doncaster Rovers,Doncaster Rovers,DON,Doncaster Rovers,Doncaster,C8142F,000099,https://a.espncdn.com/i/teamlogos/soccer/500/279.png,6295,eng.doncaster
285,Stevenage,Stevenage,STE,Stevenage,Stevenage,ffffff,091453,https://a.espncdn.com/i/teamlogos/soccer/500/285.png,6298,eng.stevenage
301,Luton Town,Luton Town,LTN,Luton Town,Luton,ff4f00,1D428A,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,3336,eng.luton
302,Shrewsbury Town,Shrewsbury Town,SHR,Shrewsbury Town,Shrewsbury,0000fa,29088a,https://a.espncdn.com/i/teamlogos/soccer/500/302.png,6294,eng.shrewsbury
304,Mansfield Town,Mansfield Town,MNF,Mansfield Town,Mansfield,FECD32,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/304.png,221,eng.mansfield
